field_name,declaring_file,declaration_kind,nullability,default,check,fk,enum_coercion,required,current_role,owner_category,target_owner_file,target_descriptor,deletion_proof,pinned_tests,metric_id,baseline_count,target_count,quire_dependency_id,sidecar_disposition,slice_id,status
source_slug,propstore/sidecar/micropublications.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/micropublications/declaration.py,micropublication,sidecar_projection_columns: 208 -> 0,tests/test_micropub_identity_dedupe_shape.py; tests/remediation/phase_7_race_atomicity/test_T7_5g_sidecar_build_duplicate_micropublication.py,sidecar_projection_columns,208,0,QD-001,deleted,micropublications,complete
micropublication_id,propstore/sidecar/micropublications.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/micropublications/declaration.py,micropublication,sidecar_projection_columns: 208 -> 0,tests/test_micropub_identity_dedupe_shape.py; tests/remediation/phase_7_race_atomicity/test_T7_5g_sidecar_build_duplicate_micropublication.py,sidecar_projection_columns,208,0,QD-001,deleted,micropublications,complete
claim_id,propstore/sidecar/micropublications.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
seq,propstore/sidecar/micropublications.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/micropublications/declaration.py,micropublication,sidecar_projection_columns: 208 -> 0,tests/test_micropub_identity_dedupe_shape.py; tests/remediation/phase_7_race_atomicity/test_T7_5g_sidecar_build_duplicate_micropublication.py,sidecar_projection_columns,208,0,QD-001,deleted,micropublications,complete
context,propstore/sidecar/micropublications.py,foreign_key,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,reference,quire-artifact-family,propstore/families/contexts/declaration.py,context,handwritten_fk_edges: 21 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,handwritten_fk_edges,21,0,QD-008,deleted,contexts,complete
micropublication,propstore/sidecar/micropublications.py,foreign_key,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,reference,quire-artifact-family,propstore/families/micropublications/declaration.py,micropublication,handwritten_fk_edges: 21 -> 0,tests/test_micropub_identity_dedupe_shape.py; tests/remediation/phase_7_race_atomicity/test_T7_5g_sidecar_build_duplicate_micropublication.py,handwritten_fk_edges,21,0,QD-008,deleted,micropublications,complete
claim_core,propstore/sidecar/micropublications.py,foreign_key,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,reference,quire-artifact-family,propstore/families/claims/declaration.py,claim,handwritten_fk_edges: 21 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,handwritten_fk_edges,21,0,QD-008,deleted,claims,complete
MicropublicationProjectionRow,propstore/sidecar/micropublications.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/micropublications/declaration.py,micropublication,class_surfaces_total: 0 -> 0,tests/test_micropub_identity_dedupe_shape.py; tests/remediation/phase_7_race_atomicity/test_T7_5g_sidecar_build_duplicate_micropublication.py,class_surfaces_total,0,0,,deleted,micropublications,not-needed
MicropublicationClaimProjectionRow,propstore/sidecar/micropublications.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/claims/declaration.py,claim,class_surfaces_total: 0 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_total,0,0,,deleted,claims,not-needed
SidecarQueryResult,propstore/sidecar/query.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,retained-product-escape-hatch,world,not-needed
id,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
source_kind,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
source_id,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
relation_type,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
target_kind,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
target_id,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
perspective_source_claim_id,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
target_justification_id,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
conditions_cel,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
strength,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
conditions_differ,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
note,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
resolution_method,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
resolution_model,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
embedding_model,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
embedding_distance,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
pass_number,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
confidence,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
opinion_belief,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
opinion_disbelief,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
opinion_uncertainty,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
opinion_base_rate,propstore/sidecar/relations.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/relations/declaration.py,relation,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_relation_edge_projection.py; tests/test_relate_opinions.py,sidecar_projection_columns,208,0,QD-001,deleted,relations,complete
predicate,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
arguments,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
section,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
section,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
predicate,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
kind,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
position,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
payload,propstore/sidecar/rules.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/rules/declaration.py,rule,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_grounded_facts.py,sidecar_projection_columns,208,0,QD-001,deleted,rules,complete
GroundedFactProjectionRow,propstore/sidecar/rules.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/rules/declaration.py,rule,class_surfaces_total: 0 -> 0,tests/test_sidecar_grounded_facts.py,class_surfaces_total,0,0,,deleted,rules,not-needed
GroundedFactEmptyPredicateProjectionRow,propstore/sidecar/rules.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/rules/declaration.py,rule,class_surfaces_total: 0 -> 0,tests/test_sidecar_grounded_facts.py,class_surfaces_total,0,0,,deleted,rules,not-needed
GroundedBundleInputProjectionRow,propstore/sidecar/rules.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/rules/declaration.py,rule,class_surfaces_total: 0 -> 0,tests/test_sidecar_grounded_facts.py,class_surfaces_total,0,0,,deleted,rules,not-needed
key,propstore/sidecar/schema.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/_generated/catalog.py,catalog,sidecar_projection_columns: 208 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,sidecar_projection_columns,208,0,QD-001,deleted,world,complete
schema_version,propstore/sidecar/schema.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/_generated/catalog.py,catalog,sidecar_projection_columns: 208 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,sidecar_projection_columns,208,0,QD-001,deleted,world,complete
slug,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
source_id,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
kind,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
origin_type,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
origin_value,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
origin_retrieved,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
origin_content_ref,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
prior_base_rate,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
quality_json,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
derived_from_json,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
artifact_code,propstore/sidecar/sources.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/sources/declaration.py,source,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,sidecar_projection_columns,208,0,QD-001,deleted,sources,complete
SourceProjectionRow,propstore/sidecar/sources.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/sources/declaration.py,source,class_surfaces_total: 0 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,class_surfaces_total,0,0,,deleted,sources,not-needed
ConceptRelationshipProjectionRow,propstore/sidecar/stages.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,class_surfaces_total: 0 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_total,0,0,,,concepts,not-needed
source,propstore/source/alignment.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
concept,propstore/source/alignment.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
form,propstore/source/alignment.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
source,propstore/source/claim_concepts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
concept,propstore/source/claim_concepts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
context,propstore/source/claim_concepts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
source,propstore/source/claims.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/claims/declaration.py,claim,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,claims,complete
concept,propstore/source/claims.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
form,propstore/source/claims.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/claims/declaration.py,claim,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,claims,complete
context,propstore/source/claims.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/claims/declaration.py,claim,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,claims,complete
source,propstore/source/common.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
concept,propstore/source/common.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
concept,propstore/source/concepts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
form,propstore/source/concepts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
source,propstore/source/finalize.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
concept,propstore/source/finalize.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
context,propstore/source/finalize.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
justification,propstore/source/finalize.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
source,propstore/source/passes.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
concept,propstore/source/passes.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
